epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,4432.8,1.50051,0.80038,0.85388,0.86003,0.65021,0.72867,0.40752,1.43671,0.72159,0.83737,0.0081784,0.0081784,0.0081784
186,4455.98,1.49832,0.80748,0.85264,0.86126,0.64792,0.72767,0.40926,1.43547,0.72076,0.83725,0.0081685,0.0081685,0.0081685
187,4478.81,1.49609,0.80831,0.85286,0.86321,0.64693,0.7295,0.40939,1.43276,0.71866,0.83694,0.0081586,0.0081586,0.0081586
188,4501.71,1.50497,0.80306,0.85299,0.86078,0.64869,0.7292,0.4116,1.43068,0.71764,0.83693,0.0081487,0.0081487,0.0081487
189,4524.25,1.50103,0.81035,0.85275,0.8731,0.65804,0.72967,0.41268,1.4291,0.71665,0.83671,0.0081388,0.0081388,0.0081388
190,4547.53,1.4976,0.80638,0.85014,0.87436,0.6566,0.73041,0.41182,1.42731,0.71702,0.83652,0.0081289,0.0081289,0.0081289
191,4570.49,1.50031,0.80691,0.85401,0.87574,0.65492,0.73056,0.41246,1.42748,0.71693,0.83659,0.008119,0.008119,0.008119
192,4592.83,1.47859,0.78364,0.85314,0.87589,0.65361,0.73073,0.41227,1.42943,0.7171,0.83664,0.0081091,0.0081091,0.0081091
193,4615.78,1.4891,0.79707,0.85224,0.88361,0.64913,0.73102,0.41127,1.42903,0.71607,0.83666,0.0080992,0.0080992,0.0080992
194,4638.26,1.50578,0.817,0.85095,0.88211,0.65118,0.73144,0.41195,1.42765,0.71611,0.83648,0.0080893,0.0080893,0.0080893
195,4660.98,1.48841,0.79677,0.85004,0.88196,0.64712,0.73108,0.41188,1.42773,0.71597,0.83644,0.0080794,0.0080794,0.0080794
196,4683.82,1.50525,0.80451,0.85347,0.88298,0.64761,0.73285,0.41153,1.42703,0.71551,0.83644,0.0080695,0.0080695,0.0080695
197,4707.03,1.48926,0.8022,0.85121,0.87016,0.66532,0.73386,0.41162,1.42538,0.71544,0.83641,0.0080596,0.0080596,0.0080596
198,4729.98,1.48317,0.79418,0.85266,0.8721,0.6621,0.73455,0.41344,1.42556,0.71488,0.83641,0.0080497,0.0080497,0.0080497
199,4753.17,1.48861,0.8012,0.85267,0.87178,0.66433,0.73485,0.41229,1.42503,0.71305,0.83647,0.0080398,0.0080398,0.0080398
200,4776.11,1.48628,0.79642,0.85013,0.87152,0.66265,0.73505,0.41489,1.42406,0.71231,0.83622,0.0080299,0.0080299,0.0080299
201,4799.81,1.47028,0.78217,0.84836,0.87268,0.66498,0.73568,0.41373,1.4235,0.71226,0.83616,0.00802,0.00802,0.00802
202,4822.73,1.48518,0.78482,0.8511,0.86407,0.66183,0.73487,0.41338,1.42461,0.7123,0.83612,0.0080101,0.0080101,0.0080101
203,4845.91,1.49233,0.79535,0.84906,0.86639,0.66009,0.73431,0.41371,1.42323,0.7119,0.8361,0.0080002,0.0080002,0.0080002
204,4869.98,1.47627,0.78964,0.85091,0.86571,0.66009,0.73445,0.41341,1.423,0.71098,0.83614,0.0079903,0.0079903,0.0079903
205,4893.25,1.48282,0.79745,0.85123,0.90336,0.64617,0.73544,0.41332,1.42388,0.71199,0.83617,0.0079804,0.0079804,0.0079804
206,4915.99,1.47527,0.78113,0.84743,0.90252,0.64621,0.73531,0.41338,1.42318,0.71161,0.83624,0.0079705,0.0079705,0.0079705
207,4939.21,1.47356,0.79032,0.84863,0.9034,0.64608,0.73475,0.41331,1.42318,0.7109,0.83616,0.0079606,0.0079606,0.0079606
208,4962.39,1.4693,0.78652,0.85157,0.88804,0.64445,0.73474,0.41352,1.42395,0.71021,0.83618,0.0079507,0.0079507,0.0079507
209,4984.85,1.47287,0.77519,0.84756,0.8876,0.64475,0.73493,0.41503,1.42373,0.70967,0.8361,0.0079408,0.0079408,0.0079408
210,5007.84,1.49656,0.79843,0.85045,0.88733,0.64493,0.73535,0.41528,1.42256,0.70979,0.83599,0.0079309,0.0079309,0.0079309
211,5030.83,1.47627,0.7828,0.8465,0.88717,0.64618,0.7354,0.4143,1.42227,0.70902,0.83607,0.007921,0.007921,0.007921
212,5053.6,1.45719,0.7809,0.85048,0.88662,0.64662,0.73496,0.41491,1.42209,0.70853,0.83609,0.0079111,0.0079111,0.0079111
213,5076.08,1.46766,0.78119,0.85017,0.88389,0.63483,0.72788,0.41302,1.42165,0.70944,0.83605,0.0079012,0.0079012,0.0079012
214,5099.05,1.46682,0.78359,0.84683,0.88441,0.63495,0.72854,0.41309,1.42199,0.70944,0.83605,0.0078913,0.0078913,0.0078913
215,5122.17,1.47984,0.77583,0.84984,0.8849,0.63444,0.72854,0.41322,1.42202,0.70949,0.83604,0.0078814,0.0078814,0.0078814
216,5144.95,1.46779,0.77829,0.85068,0.88496,0.63444,0.7283,0.41432,1.4216,0.70863,0.83595,0.0078715,0.0078715,0.0078715
217,5168.23,1.46169,0.76429,0.84816,0.88477,0.63444,0.72824,0.41429,1.42257,0.70879,0.83605,0.0078616,0.0078616,0.0078616
218,5191.4,1.46775,0.78321,0.8455,0.88468,0.63488,0.72812,0.41385,1.42179,0.70701,0.83594,0.0078517,0.0078517,0.0078517
219,5214.35,1.45546,0.78046,0.84766,0.88572,0.63434,0.72846,0.41425,1.42138,0.7066,0.8359,0.0078418,0.0078418,0.0078418
220,5237.43,1.45954,0.77871,0.84737,0.88613,0.63414,0.72842,0.41376,1.42137,0.70569,0.83587,0.0078319,0.0078319,0.0078319
221,5260.79,1.474,0.78668,0.85162,0.87044,0.648,0.72913,0.41445,1.422,0.70516,0.83586,0.007822,0.007822,0.007822
222,5283.92,1.45319,0.78056,0.84749,0.86716,0.64792,0.72838,0.41419,1.42189,0.70548,0.83587,0.0078121,0.0078121,0.0078121
223,5307.03,1.4527,0.76916,0.84743,0.86685,0.64792,0.7282,0.41498,1.42151,0.70534,0.83593,0.0078022,0.0078022,0.0078022
224,5330.67,1.45402,0.7722,0.84749,0.87064,0.64748,0.72772,0.41458,1.41971,0.70348,0.8359,0.0077923,0.0077923,0.0077923
225,5353.69,1.46304,0.77857,0.85038,0.8686,0.64748,0.72768,0.41343,1.41934,0.704,0.83579,0.0077824,0.0077824,0.0077824
226,5376.47,1.45741,0.77252,0.84891,0.89348,0.63913,0.72742,0.41336,1.41932,0.70517,0.83573,0.0077725,0.0077725,0.0077725
227,5399.9,1.45798,0.77811,0.84932,0.89351,0.63918,0.7276,0.41389,1.4187,0.70509,0.83579,0.0077626,0.0077626,0.0077626
228,5422.87,1.45223,0.77121,0.84809,0.89357,0.6396,0.72728,0.41432,1.41881,0.70457,0.83567,0.0077527,0.0077527,0.0077527
229,5445.98,1.45922,0.77759,0.85029,0.89361,0.64001,0.72748,0.41456,1.41828,0.70361,0.83551,0.0077428,0.0077428,0.0077428
230,5469.69,1.43913,0.76766,0.84642,0.89362,0.64014,0.72788,0.41416,1.41866,0.70278,0.83546,0.0077329,0.0077329,0.0077329
231,5493.12,1.45621,0.77269,0.84905,0.89408,0.64032,0.72828,0.41608,1.41886,0.70243,0.83556,0.007723,0.007723,0.007723
232,5516.03,1.45851,0.77582,0.84609,0.89454,0.64054,0.72876,0.41652,1.41722,0.70159,0.83561,0.0077131,0.0077131,0.0077131
233,5539.15,1.46378,0.77537,0.84752,0.89454,0.6406,0.72836,0.41582,1.41685,0.70207,0.83555,0.0077032,0.0077032,0.0077032
234,5562.39,1.44491,0.76854,0.84639,0.89493,0.64083,0.72803,0.41488,1.41713,0.70143,0.83547,0.0076933,0.0076933,0.0076933
235,5585.53,1.45746,0.76838,0.84853,0.89606,0.64083,0.72623,0.41484,1.41508,0.70073,0.83558,0.0076834,0.0076834,0.0076834
236,5608.39,1.44422,0.76598,0.84772,0.89484,0.64134,0.72675,0.41514,1.41609,0.70107,0.83549,0.0076735,0.0076735,0.0076735
237,5631.25,1.4482,0.77524,0.8487,0.89462,0.6416,0.72653,0.41339,1.41644,0.70018,0.83544,0.0076636,0.0076636,0.0076636
238,5653.98,1.4607,0.77744,0.84412,0.89581,0.6414,0.7266,0.41551,1.41713,0.70067,0.83539,0.0076537,0.0076537,0.0076537
239,5676.54,1.4378,0.76277,0.8458,0.89607,0.64082,0.72669,0.41395,1.41636,0.69936,0.83547,0.0076438,0.0076438,0.0076438
240,5700.02,1.4506,0.77721,0.85131,0.89562,0.64097,0.72711,0.41424,1.41569,0.69939,0.83546,0.0076339,0.0076339,0.0076339
241,5722.91,1.44379,0.77241,0.84567,0.89379,0.64133,0.7269,0.41509,1.41486,0.69999,0.83534,0.007624,0.007624,0.007624
242,5745.92,1.43968,0.76825,0.84702,0.89562,0.64097,0.72689,0.41541,1.41338,0.70016,0.83525,0.0076141,0.0076141,0.0076141
243,5768.99,1.433,0.75646,0.84829,0.89573,0.64173,0.72713,0.4162,1.41315,0.7005,0.83516,0.0076042,0.0076042,0.0076042
244,5792.21,1.41973,0.76135,0.84444,0.89379,0.64228,0.72735,0.4142,1.41358,0.7,0.83509,0.0075943,0.0075943,0.0075943
245,5815.61,1.43136,0.75687,0.84667,0.89481,0.64192,0.72727,0.41592,1.41252,0.6986,0.8351,0.0075844,0.0075844,0.0075844
246,5839.27,1.4411,0.75803,0.84693,0.89299,0.64091,0.72617,0.41419,1.41288,0.69803,0.83495,0.0075745,0.0075745,0.0075745
247,5862.39,1.44619,0.76489,0.84866,0.89256,0.64096,0.72597,0.41402,1.41231,0.69934,0.83497,0.0075646,0.0075646,0.0075646
248,5885.48,1.44194,0.76699,0.84221,0.89166,0.64182,0.7263,0.41345,1.41256,0.69959,0.8348,0.0075547,0.0075547,0.0075547
249,5908.93,1.43186,0.75552,0.84613,0.88955,0.64228,0.7266,0.41615,1.41141,0.69922,0.83472,0.0075448,0.0075448,0.0075448
250,5931.59,1.41889,0.75632,0.84133,0.88802,0.64228,0.72673,0.41558,1.41192,0.69966,0.8346,0.0075349,0.0075349,0.0075349
251,5954.58,1.4183,0.74658,0.84525,0.88704,0.64228,0.72684,0.41465,1.41175,0.69967,0.83459,0.007525,0.007525,0.007525
252,5977.77,1.43797,0.76038,0.84283,0.88599,0.64271,0.72705,0.41714,1.4115,0.69986,0.83462,0.0075151,0.0075151,0.0075151
253,6001.15,1.44122,0.76979,0.8454,0.88844,0.64271,0.7275,0.41625,1.41116,0.69881,0.83463,0.0075052,0.0075052,0.0075052
254,6024.22,1.43996,0.7574,0.84623,0.8884,0.64232,0.72679,0.41669,1.41067,0.69893,0.83458,0.0074953,0.0074953,0.0074953
255,6047.94,1.42719,0.7602,0.84165,0.89226,0.64006,0.72695,0.41775,1.41099,0.69944,0.83445,0.0074854,0.0074854,0.0074854
256,6071.66,1.41235,0.74611,0.84507,0.8883,0.64054,0.72675,0.41742,1.41038,0.69968,0.83435,0.0074755,0.0074755,0.0074755
257,6094.66,1.42417,0.75045,0.84244,0.89036,0.64131,0.72683,0.41663,1.40966,0.69998,0.8343,0.0074656,0.0074656,0.0074656
258,6117.63,1.41515,0.74954,0.84626,0.88867,0.64097,0.7267,0.41722,1.4094,0.69969,0.83432,0.0074557,0.0074557,0.0074557
259,6141.02,1.44209,0.75708,0.84683,0.88968,0.64045,0.72691,0.41866,1.40841,0.69984,0.83428,0.0074458,0.0074458,0.0074458
260,6164.53,1.4208,0.75465,0.84727,0.88781,0.64067,0.72698,0.41767,1.40847,0.70032,0.83415,0.0074359,0.0074359,0.0074359
261,6187.42,1.41525,0.75199,0.84551,0.89779,0.63399,0.72731,0.41822,1.40874,0.70077,0.83418,0.007426,0.007426,0.007426
262,6210.99,1.41366,0.75521,0.84177,0.89611,0.63441,0.72764,0.41879,1.40808,0.70041,0.83418,0.0074161,0.0074161,0.0074161
263,6233.98,1.42141,0.74643,0.84249,0.89556,0.6349,0.72775,0.41842,1.40792,0.7,0.8343,0.0074062,0.0074062,0.0074062
264,6256.9,1.4153,0.7466,0.84395,0.89572,0.63446,0.7279,0.42024,1.40867,0.70034,0.83415,0.0073963,0.0073963,0.0073963
265,6279.8,1.42144,0.74856,0.84541,0.89596,0.6349,0.72846,0.42149,1.40862,0.69956,0.83423,0.0073864,0.0073864,0.0073864
266,6302.32,1.41861,0.74603,0.84518,0.89197,0.63794,0.72904,0.42083,1.40754,0.69976,0.83407,0.0073765,0.0073765,0.0073765
267,6324.49,1.42336,0.74831,0.84382,0.89193,0.63812,0.72859,0.41985,1.40656,0.70071,0.834,0.0073666,0.0073666,0.0073666
268,6347.84,1.40861,0.74043,0.84599,0.89413,0.63663,0.72896,0.41985,1.40796,0.69916,0.83403,0.0073567,0.0073567,0.0073567
269,6370.66,1.41265,0.7482,0.84279,0.89406,0.63637,0.72834,0.42014,1.40702,0.70007,0.83404,0.0073468,0.0073468,0.0073468
270,6393.42,1.40849,0.75126,0.8455,0.89171,0.63831,0.72882,0.42059,1.40679,0.69981,0.83397,0.0073369,0.0073369,0.0073369
271,6416.4,1.40738,0.73929,0.84524,0.89519,0.63577,0.72917,0.41995,1.40622,0.69986,0.83401,0.007327,0.007327,0.007327
272,6439.59,1.41438,0.74575,0.84439,0.89485,0.6349,0.72879,0.4207,1.40567,0.69997,0.8339,0.0073171,0.0073171,0.0073171
273,6462.49,1.40714,0.74722,0.84352,0.89547,0.63574,0.72948,0.42138,1.40427,0.70057,0.83383,0.0073072,0.0073072,0.0073072
274,6485.67,1.4069,0.73786,0.84404,0.89576,0.63609,0.73001,0.41978,1.40335,0.70094,0.83366,0.0072973,0.0072973,0.0072973
275,6508.38,1.41303,0.75056,0.84459,0.89443,0.63533,0.72917,0.4228,1.40267,0.70113,0.83362,0.0072874,0.0072874,0.0072874
276,6531.64,1.41359,0.74356,0.84357,0.89354,0.63664,0.72982,0.42208,1.40161,0.70018,0.83345,0.0072775,0.0072775,0.0072775
277,6554.81,1.41486,0.74872,0.84325,0.89305,0.6362,0.72851,0.41921,1.40067,0.7002,0.83335,0.0072676,0.0072676,0.0072676
278,6577.82,1.39692,0.73284,0.83894,0.89298,0.63665,0.7299,0.41893,1.40113,0.70118,0.83327,0.0072577,0.0072577,0.0072577
279,6600.42,1.40631,0.74682,0.84219,0.89415,0.63664,0.72979,0.42025,1.40263,0.70115,0.83319,0.0072478,0.0072478,0.0072478
280,6623.58,1.40678,0.73876,0.8442,0.89349,0.6362,0.72965,0.42121,1.40153,0.70071,0.83316,0.0072379,0.0072379,0.0072379
281,6646.74,1.39491,0.73305,0.84239,0.89665,0.63673,0.73097,0.42059,1.40176,0.70112,0.83323,0.007228,0.007228,0.007228
282,6670.18,1.40828,0.75514,0.84164,0.89658,0.6362,0.73043,0.42198,1.40068,0.70124,0.83313,0.0072181,0.0072181,0.0072181
283,6693.42,1.40345,0.74312,0.84246,0.89527,0.6354,0.72995,0.42187,1.40111,0.70188,0.83317,0.0072082,0.0072082,0.0072082
284,6716.9,1.4008,0.73045,0.84336,0.89731,0.635,0.72948,0.42215,1.40084,0.70165,0.83307,0.0071983,0.0071983,0.0071983
285,6740.19,1.40756,0.74961,0.84423,0.89614,0.6347,0.72972,0.42291,1.40052,0.70149,0.83305,0.0071884,0.0071884,0.0071884
286,6763.03,1.39958,0.73735,0.84147,0.8978,0.63543,0.73024,0.42101,1.40037,0.70077,0.83304,0.0071785,0.0071785,0.0071785
287,6786.06,1.39113,0.73508,0.83942,0.89326,0.6349,0.72946,0.42197,1.3994,0.70009,0.83307,0.0071686,0.0071686,0.0071686
288,6808.97,1.39382,0.73069,0.84188,0.88955,0.63471,0.72917,0.4219,1.4001,0.69976,0.83308,0.0071587,0.0071587,0.0071587
289,6831.97,1.39511,0.73579,0.84111,0.88955,0.63477,0.72908,0.42243,1.40027,0.70001,0.83312,0.0071488,0.0071488,0.0071488
290,6854.8,1.40796,0.74108,0.84178,0.89044,0.63528,0.72921,0.42245,1.40027,0.6993,0.83312,0.0071389,0.0071389,0.0071389
291,6877.98,1.38675,0.73015,0.83854,0.89184,0.63517,0.72887,0.42265,1.40072,0.69934,0.83316,0.007129,0.007129,0.007129
292,6900.98,1.38233,0.73649,0.8394,0.89413,0.63558,0.72986,0.42201,1.40047,0.69943,0.83298,0.0071191,0.0071191,0.0071191
293,6924.13,1.40653,0.73599,0.84308,0.89384,0.63533,0.72961,0.42181,1.40003,0.69846,0.83307,0.0071092,0.0071092,0.0071092
294,6947.54,1.38982,0.73837,0.84295,0.89321,0.63533,0.72927,0.42296,1.40001,0.69882,0.83288,0.0070993,0.0070993,0.0070993
295,6970.94,1.39418,0.73463,0.84025,0.89515,0.6349,0.72927,0.42289,1.40154,0.69846,0.83298,0.0070894,0.0070894,0.0070894
296,6994.14,1.39859,0.73318,0.841,0.89314,0.63446,0.72857,0.4221,1.40067,0.69862,0.83296,0.0070795,0.0070795,0.0070795
297,7018.08,1.39252,0.73411,0.84154,0.89226,0.6349,0.72838,0.4223,1.40016,0.69856,0.83297,0.0070696,0.0070696,0.0070696
298,7041.07,1.40357,0.75078,0.84027,0.89294,0.63482,0.72808,0.42258,1.40054,0.69907,0.83282,0.0070597,0.0070597,0.0070597
299,7064.57,1.38467,0.73237,0.84037,0.89269,0.63439,0.72838,0.42371,1.40015,0.70011,0.83281,0.0070498,0.0070498,0.0070498
300,7087.75,1.39451,0.72924,0.84053,0.8931,0.63441,0.72839,0.42351,1.40114,0.69941,0.8328,0.0070399,0.0070399,0.0070399
301,7110.99,1.39715,0.74118,0.84246,0.89757,0.6336,0.72896,0.42289,1.40077,0.69951,0.83288,0.00703,0.00703,0.00703
302,7134.43,1.3782,0.72043,0.84222,0.89744,0.63334,0.72845,0.42306,1.40011,0.69985,0.8328,0.0070201,0.0070201,0.0070201
303,7157.2,1.38068,0.73096,0.84039,0.89862,0.63316,0.7288,0.42315,1.40002,0.6998,0.83274,0.0070102,0.0070102,0.0070102
304,7180.14,1.38464,0.72814,0.84222,0.89884,0.63341,0.72871,0.42322,1.4008,0.69927,0.83269,0.0070003,0.0070003,0.0070003
305,7202.9,1.37911,0.72572,0.83838,0.89883,0.63329,0.7286,0.42338,1.40008,0.69944,0.83267,0.0069904,0.0069904,0.0069904
306,7225.91,1.36939,0.71415,0.83932,0.89893,0.63316,0.72852,0.42321,1.40005,0.69993,0.83264,0.0069805,0.0069805,0.0069805
307,7249.32,1.38262,0.72109,0.84296,0.89936,0.63324,0.72911,0.42332,1.39935,0.69915,0.83272,0.0069706,0.0069706,0.0069706
308,7272.79,1.38507,0.73015,0.84003,0.89961,0.63316,0.72911,0.4229,1.39956,0.69929,0.83263,0.0069607,0.0069607,0.0069607
309,7296.66,1.37695,0.73253,0.83849,0.89985,0.63331,0.72925,0.42291,1.39904,0.69916,0.83261,0.0069508,0.0069508,0.0069508
310,7319.75,1.38429,0.72471,0.84371,0.90111,0.63316,0.72882,0.42357,1.39852,0.69952,0.83249,0.0069409,0.0069409,0.0069409
311,7342.85,1.38274,0.72426,0.83966,0.90131,0.63226,0.72906,0.42402,1.39717,0.69939,0.83244,0.006931,0.006931,0.006931
312,7366.41,1.36802,0.72451,0.83861,0.90076,0.63094,0.72935,0.42378,1.39744,0.69946,0.83241,0.0069211,0.0069211,0.0069211
313,7389.84,1.38885,0.72654,0.83746,0.90048,0.63027,0.72981,0.42489,1.39731,0.69995,0.83238,0.0069112,0.0069112,0.0069112
314,7412.67,1.36559,0.72027,0.83789,0.90723,0.62576,0.72961,0.42456,1.39738,0.69956,0.83223,0.0069013,0.0069013,0.0069013
315,7435.94,1.39206,0.73037,0.83984,0.9002,0.62876,0.72967,0.42416,1.39781,0.69956,0.83233,0.0068914,0.0068914,0.0068914
316,7459,1.37376,0.7197,0.8379,0.91091,0.62623,0.73025,0.42401,1.3979,0.70074,0.83235,0.0068815,0.0068815,0.0068815
317,7481.39,1.37857,0.72578,0.84013,0.90817,0.62655,0.72709,0.42454,1.39732,0.70042,0.83226,0.0068716,0.0068716,0.0068716
318,7504.42,1.3742,0.72176,0.83918,0.89299,0.63377,0.72996,0.425,1.39781,0.7,0.83223,0.0068617,0.0068617,0.0068617
319,7527.23,1.37721,0.7191,0.8385,0.893,0.63391,0.73013,0.425,1.3972,0.70061,0.83229,0.0068518,0.0068518,0.0068518
320,7550.08,1.37485,0.72183,0.83874,0.89089,0.63446,0.7305,0.4251,1.39813,0.70165,0.83227,0.0068419,0.0068419,0.0068419
321,7572.84,1.36267,0.71691,0.83835,0.88809,0.63446,0.72992,0.42603,1.39756,0.70146,0.83226,0.006832,0.006832,0.006832
322,7595.31,1.37445,0.71918,0.84009,0.88863,0.63446,0.73005,0.42548,1.39672,0.70155,0.83216,0.0068221,0.0068221,0.0068221
323,7618.43,1.37085,0.71978,0.8376,0.88892,0.63427,0.73047,0.4261,1.39688,0.70089,0.83229,0.0068122,0.0068122,0.0068122
324,7641.66,1.36992,0.7228,0.842,0.88977,0.63434,0.73059,0.42633,1.39642,0.70042,0.83209,0.0068023,0.0068023,0.0068023
325,7664.72,1.36446,0.71895,0.83784,0.8988,0.63446,0.73214,0.42668,1.39616,0.70107,0.83196,0.0067924,0.0067924,0.0067924
326,7687.97,1.35459,0.71883,0.83597,0.89119,0.63446,0.73188,0.42709,1.39619,0.70049,0.83209,0.0067825,0.0067825,0.0067825
327,7710.74,1.36772,0.71144,0.83985,0.89369,0.63446,0.73183,0.42673,1.39594,0.70083,0.83196,0.0067726,0.0067726,0.0067726
328,7734.06,1.37016,0.71348,0.83829,0.89126,0.63446,0.73176,0.42662,1.39632,0.70074,0.83202,0.0067627,0.0067627,0.0067627
329,7757.48,1.36944,0.72568,0.83838,0.89318,0.63446,0.73194,0.42673,1.39534,0.70001,0.83197,0.0067528,0.0067528,0.0067528
330,7780.55,1.36898,0.72131,0.83529,0.89156,0.63446,0.73179,0.42728,1.39599,0.70082,0.83192,0.0067429,0.0067429,0.0067429
331,7803.99,1.36944,0.71587,0.83841,0.89456,0.63446,0.73175,0.427,1.39481,0.69982,0.83188,0.006733,0.006733,0.006733
332,7827.45,1.36265,0.71286,0.8396,0.89582,0.6349,0.73222,0.42754,1.39411,0.69956,0.83187,0.0067231,0.0067231,0.0067231
333,7850.39,1.36209,0.71944,0.83979,0.90122,0.63485,0.73159,0.42792,1.39426,0.6993,0.83187,0.0067132,0.0067132,0.0067132
334,7874.1,1.35742,0.71609,0.83804,0.89615,0.63441,0.73179,0.42825,1.39516,0.69951,0.83179,0.0067033,0.0067033,0.0067033
335,7897.86,1.35279,0.70906,0.83578,0.90184,0.63403,0.73143,0.42905,1.39415,0.69928,0.83185,0.0066934,0.0066934,0.0066934
336,7920.73,1.35892,0.71787,0.84118,0.8998,0.63446,0.72914,0.42624,1.39348,0.69936,0.83169,0.0066835,0.0066835,0.0066835
337,7944.56,1.34962,0.70895,0.8369,0.89985,0.63434,0.72918,0.42633,1.3936,0.69839,0.83173,0.0066736,0.0066736,0.0066736
338,7968.23,1.36819,0.70634,0.83827,0.89899,0.63438,0.72909,0.42573,1.39377,0.699,0.83178,0.0066637,0.0066637,0.0066637
339,7991.3,1.35772,0.70936,0.83816,0.89592,0.63496,0.72892,0.42645,1.39378,0.69865,0.83176,0.0066538,0.0066538,0.0066538
340,8014.66,1.35419,0.70937,0.83866,0.89477,0.63545,0.72983,0.42532,1.39482,0.69858,0.83171,0.0066439,0.0066439,0.0066439
341,8037.89,1.36016,0.71768,0.83728,0.89373,0.63603,0.72983,0.42613,1.39461,0.6984,0.8318,0.006634,0.006634,0.006634
342,8060.97,1.35341,0.70185,0.838,0.89323,0.6355,0.7301,0.42578,1.39406,0.69829,0.8316,0.0066241,0.0066241,0.0066241
343,8083.9,1.3599,0.71741,0.83727,0.89307,0.63589,0.73048,0.42551,1.3928,0.69849,0.83164,0.0066142,0.0066142,0.0066142
344,8106.89,1.33781,0.70167,0.83475,0.88226,0.63599,0.7309,0.42588,1.39358,0.69864,0.83169,0.0066043,0.0066043,0.0066043
345,8130.33,1.34906,0.70568,0.83604,0.88366,0.63586,0.73076,0.4267,1.39262,0.69819,0.83154,0.0065944,0.0065944,0.0065944
346,8153.3,1.33568,0.69452,0.83701,0.88368,0.63604,0.73095,0.42792,1.39307,0.69846,0.8316,0.0065845,0.0065845,0.0065845
347,8176.59,1.35456,0.70329,0.83705,0.882,0.63837,0.73113,0.42763,1.39351,0.69785,0.83163,0.0065746,0.0065746,0.0065746
348,8199.78,1.35778,0.70192,0.83832,0.88199,0.63826,0.73163,0.42857,1.39367,0.69792,0.83165,0.0065647,0.0065647,0.0065647
349,8222.4,1.3444,0.69667,0.83655,0.84352,0.66931,0.73583,0.4298,1.39267,0.69844,0.83161,0.0065548,0.0065548,0.0065548
350,8245.55,1.34063,0.70197,0.83685,0.84521,0.66879,0.73597,0.42924,1.39302,0.69813,0.83157,0.0065449,0.0065449,0.0065449
351,8268.93,1.34505,0.71041,0.83796,0.8453,0.66903,0.73598,0.43003,1.39248,0.69702,0.83152,0.006535,0.006535,0.006535
352,8292,1.34143,0.70507,0.83765,0.84612,0.66909,0.73632,0.43082,1.39298,0.69623,0.83156,0.0065251,0.0065251,0.0065251
353,8314.9,1.35434,0.70279,0.83709,0.84727,0.66879,0.73638,0.43151,1.3927,0.69469,0.83156,0.0065152,0.0065152,0.0065152
354,8338.05,1.33176,0.69567,0.836,0.84718,0.66879,0.73589,0.43069,1.39259,0.69402,0.83159,0.0065053,0.0065053,0.0065053
355,8361.01,1.34528,0.70775,0.83801,0.84866,0.66923,0.73655,0.43095,1.39251,0.69395,0.83155,0.0064954,0.0064954,0.0064954
356,8383.77,1.35822,0.71341,0.83687,0.84814,0.66966,0.73629,0.43074,1.39152,0.69401,0.83161,0.0064855,0.0064855,0.0064855
357,8406.82,1.3388,0.69234,0.84027,0.84832,0.66943,0.73685,0.43126,1.39133,0.69393,0.83157,0.0064756,0.0064756,0.0064756
358,8430.01,1.33335,0.69278,0.83764,0.84782,0.66923,0.73676,0.43144,1.39104,0.69416,0.83147,0.0064657,0.0064657,0.0064657
359,8452.9,1.3423,0.7069,0.83787,0.84855,0.66923,0.73683,0.43132,1.39195,0.69334,0.83147,0.0064558,0.0064558,0.0064558
360,8477.03,1.33113,0.69543,0.83481,0.84819,0.66923,0.73685,0.43091,1.39095,0.69373,0.83137,0.0064459,0.0064459,0.0064459
361,8499.93,1.33894,0.70191,0.83469,0.84834,0.66923,0.73673,0.43054,1.39135,0.69403,0.8313,0.006436,0.006436,0.006436
362,8522.74,1.33691,0.69688,0.83584,0.84811,0.66923,0.73708,0.43094,1.39109,0.69456,0.83119,0.0064261,0.0064261,0.0064261
363,8546.19,1.33248,0.68912,0.83634,0.8495,0.66879,0.73744,0.4312,1.39091,0.69334,0.83129,0.0064162,0.0064162,0.0064162
364,8568.97,1.34211,0.69885,0.83585,0.84851,0.66923,0.73741,0.43153,1.39126,0.694,0.83132,0.0064063,0.0064063,0.0064063
365,8591.82,1.34218,0.6934,0.83373,0.8498,0.66879,0.7368,0.43102,1.39103,0.69361,0.83128,0.0063964,0.0063964,0.0063964
366,8614.73,1.34583,0.70829,0.83515,0.84804,0.66923,0.73712,0.43173,1.39141,0.69372,0.83139,0.0063865,0.0063865,0.0063865
367,8637.46,1.33731,0.70141,0.83589,0.84663,0.66923,0.73725,0.43306,1.39118,0.69402,0.83127,0.0063766,0.0063766,0.0063766
368,8660.67,1.33221,0.70208,0.83685,0.84765,0.66966,0.73763,0.43293,1.39054,0.69381,0.83137,0.0063667,0.0063667,0.0063667
369,8683.43,1.34067,0.69535,0.83456,0.84943,0.66962,0.73795,0.4335,1.38991,0.69337,0.83128,0.0063568,0.0063568,0.0063568
370,8706.22,1.33282,0.69535,0.83571,0.84945,0.66879,0.73787,0.43167,1.39007,0.69238,0.83129,0.0063469,0.0063469,0.0063469
